brand,bucketed_dwell_times,city,close_date,date_range_end,date_range_start,device_type,distance_from_home,footprint_id,id_store,is_distributor,iso_country_code,latitude,location_name,longitude,median_dwell,msa_code,naics_code,open_date,persistent_id,persistent_id_store,poi_cbg,postal_code,region,related_same_day_brand,related_same_week_brand,street_address,sub_category,ticker,top_category,visit_counts,visitor_country_of_origin,visitor_counts,visitor_daytime_cbgs,visitor_home_aggregation,visitor_home_cbgs,visits_by_day,visits_by_each_hour
Women's Clothing Stores,"{""<5"":61, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Cairo,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""ios"":40,""android"":20}",None,4570190953646419342,8069437,False,US,37.0016708,Women's Clothing Stores,-89.170311,None,16020,448120,1970-01-01,A1_NAICS-448120,8069437,170039579001,62914,IL,"{""Courtyard by Marriott"":20,""ExamOne"":20,""Restaurants"":20,""Shell Oil"":20,""The Hartford"":20,""Travelers"":20}","{""Courtyard by Marriott"":20,""ExamOne"":20,""Gas Stations"":20,""Hotel"":20,""Ice Cream Parlors"":20,""Restaurants"":20,""Shell Oil"":20,""Simon Mall"":20,""The Hartford"":20,""Travelers"":20,""Truck Stops"":20}",1212 Washington Ave,Women's Clothing Stores ,NAICS-448120,Clothing Stores ,61,None,61,None,None,None,"[20,20,0,0,0,0,20]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0]"
Trulieve,"{""<5"":41, ""5-20"":20, ""21-60"":0,""61-240"":0,"">240"":0}",Cape Coral,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":61}",None,2693851029980086139,5714658,False,US,26.6056515,Trulieve Cannabis Corp.,-81.9734305,14.0,15980,446110,2019-10-03,A1_TCNNF,5714658,120710104141,33914,FL,"{""Freshpet"":40,""Moneygram"":40,""7 Eleven"":20,""Boost Mobile"":20,""Cardtronics"":20,""Convenience Stores"":20,""Dunlop Tires"":20,""Health Mart"":20,""Hotel"":20,""Leslie's Swimming Pool Supplies"":20,""Publix"":20,""Realty Income"":20,""Sodastream"":20,""Walmart"":20,""Western Union"":20}","{""Cardtronics"":61,""Moneygram"":61,""Western Union"":61,""7 Eleven"":40,""Boost Mobile"":40,""Convenience Stores"":40,""Dunlop Tires"":40,""Freshpet"":40,""Gas Stations"":40,""Realty Income"":40,""SITE Centers"":40,""Sodastream"":40,""Walmart"":40,""Blue Buffalo"":20,""Defy Trampoline Park"":20,""Goodwill Industries"":20,""Health Mart"":20,""Hotel"":20,""Leslie's Swimming Pool Supplies"":20}",2517 Santa Barbara Boulevard,Pharmacies and Drug Stores ,TCNNF,Health and Personal Care Stores ,61,None,61,None,None,None,"[0,0,0,20,20,20,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Pet Care (except Veterinary) Services,"{""<5"":20, ""5-20"":20, ""21-60"":0,""61-240"":20,"">240"":41}",Largo,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""ios"":61}",None,3591058551628417983,10910841,False,US,27.8716007,Pet Care (except Veterinary) Services,-82.8211284,266.0,45300,812910,1970-01-01,A1_NAICS-812910,10910841,121030251193,33774,FL,"{""American Eagle"":20,""Asics"":20,""Auntie Anne's"":20,""Chaco"":20,""Cotton On"":20,""Dunkin Donuts"":20,""Finish Line"":20,""Foot Locker"":20,""Footaction"":20,""Freshpet"":20,""Gas Stations"":20,""Grocery Stores"":20,""H&R Block"":20,""Hooters"":20,""Johnston & Murphy"":20,""Keds"":20,""Mall"":20,""McDonald's"":20,""Movado"":20}","{""Freshpet"":61,""Cardtronics"":40,""Dunlop Tires"":40,""Gas Stations"":40,""McDonald's"":40,""Pennzoil"":40,""Publix"":40,""Starbucks"":40,""Target"":40,""Walmart"":40,""Western Union"":40,""7 Eleven"":20,""ALDO"":20,""America's Best Contacts & Eyeglasses"":20,""American Eagle"":20,""American Family Care (AFC)"":20,""Applebee's"":20,""Asics"":20,""Auntie Anne's"":20}",13127 108Th Ave,Pet Care (except Veterinary) Services ,NAICS-812910,Other Personal Services ,101,None,61,None,None,None,"[0,20,0,0,40,20,20]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,20,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0]"
Full-Service Restaurants,"{""<5"":81, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Miami Gardens,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":40,""ios"":40}",None,8195823794868589671,8931461,False,US,25.9396706,Full-Service Restaurants,-80.2745438,None,33100,722511,1970-01-01,A1_NAICS-722511,8931461,120860100222,33055,FL,"{""Cardtronics"":40,""Freshpet"":40,""Western Union"":40,""AT&T"":20,""Aldi"":20,""Brixmor Property Group"":20,""Burlington Coat Factory"":20,""Capri Holdings"":20,""Chase"":20,""Crocs"":20,""Ermenegildo Zegna"":20,""FedEx"":20,""Gap"":20,""Grand Lux Cafe"":20,""Gyms"":20,""KIKO MILANO"":20,""Laderach chocolatier suisse"":20,""Maje Paris"":20,""Mall"":20}","{""Mall"":81,""Cardtronics"":61,""Freshpet"":61,""Advance Auto Parts"":40,""Brixmor Property Group"":40,""Gyms"":40,""Pennzoil"":40,""Publix"":40,""Restaurants"":40,""Target"":40,""Western Union"":40,""AT&T"":20,""Aldi"":20,""AmTrust Bank"":20,""Amscot"":20,""BoA"":20,""Burlington Coat Factory"":20,""Capri Holdings"":20,""Car Rental Agencies"":20}",4518 Nw 183Rd St,Full-Service Restaurants ,NAICS-722511,Restaurants and Other Eating Places,81,None,81,None,None,None,"[20,0,0,0,20,41,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ferguson,"{""<5"":80, ""5-20"":0, ""21-60"":0,""61-240"":20,"">240"":0}",Hackensack,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":61,""ios"":20}",None,2254640696195851253,6215007,False,US,40.900842,"Ferguson, Plc",-74.0400865,2.0,35620,423720,1970-01-01,A1_FERG,6215007,340030232023,07601,NJ,"{""Coffee Shops"":40,""Convenience Stores"":40,""Ferguson"":40,""Gas Stations"":40,""Mall"":40,""U.S. Ports"":40,""AAA/CAA Auto Repair - Authorized Providers"":20,""Advan"":20,""Amazon Sorting Centers"":20,""Armstrong Flooring"":20,""Avalonbay Communities"":20,""Brookdale Senior Living"":20,""Costco"":20,""DCH Auto Group"":20,""Dollar Tree"":20,""Dunkin Donuts"":20,""Dunlop Tires"":20,""ExxonMobil"":20,""FedEx"":20}","{""Mall"":81,""U.S. Ports"":81,""Universities and Colleges"":81,""Convenience Stores"":61,""Ferguson"":61,""Coffee Shops"":40,""ExxonMobil"":40,""Freshpet"":40,""Gas Stations"":40,""Moneygram"":40,""Shoprite"":40,""Sodastream"":40,""Target"":40,""Urban Edge Properties"":40,""Western Union"":40,""7 Eleven"":20,""AAA/CAA Auto Repair - Authorized Providers"":20,""Advan"":20,""Amazon Sorting Centers"":20}",20 Temple Ave,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,FERG,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers ",100,None,81,None,None,None,"[0,40,60,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Suzuki,"{""<5"":81, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Fulton,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":81}",None,2493870699852338660,6213071,False,US,43.3063245,Suzuki Motor Corporation,-76.3945625,5.0,45060,441228,1970-01-01,A1_SZKMY,6213071,360750210031,13069,NY,"{""KTM-Sportmotorcycle"":81,""Chrysler"":20,""Circle K"":20,""Convenience Stores"":20,""Diversified Healthcare Trust"":20,""Dodge"":20,""Dunlop Tires"":20,""Garmin"":20,""Hospitals"":20,""Jeep"":20,""Mall"":20,""Moneygram"":20,""Pennzoil"":20,""Progressive"":20,""Truck Stops"":20,""U Haul"":20,""Valvoline"":20,""Walmart"":20,""Western Union"":20}","{""Dunlop Tires"":81,""Gas Stations"":81,""KTM-Sportmotorcycle"":81,""Walmart"":81,""Byrne Dairy"":61,""Mall"":61,""Moneygram"":61,""Armstrong Flooring"":40,""Convenience Stores"":40,""Freshpet"":40,""Speedway"":40,""Truck Stops"":40,""Wegmans"":40,""Western Union"":40,""AB InBev"":20,""AT&T"":20,""Advan"":20,""American Animal Hospital Association (AAHA)"":20,""Asics"":20}",947 South 1st St,"Motorcycle, ATV, and All Other Motor Vehicle Dealers ",SZKMY,Other Motor Vehicle Dealers ,81,None,81,None,None,None,"[0,20,0,20,40,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Floor Covering Stores,"{""<5"":51, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",South Richmond Hill,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":26,""ios"":26}",None,8363687828316417975,8338441,False,US,40.6876907,Floor Covering Stores,-73.8250732,1.0,35620,442210,1970-01-01,A1_NAICS-442210,8338441,360810106001,11419,NY,"{""Allsites Union"":51,""Coarse 1 overlapping zone"":51,""Coarse All Geometries"":51,""NYC Parks"":51,""Parents Zones GroundTruth Foreverwild"":51,""U.S. Ports"":51,""Gyms"":26,""Holiday Inn Express"":26,""Kmart"":26,""NAEYC"":26,""Office Building"":26,""Parents 1 overlapping zone"":26,""Parents 7 plus overlapping zones"":26,""Pennzoil"":26,""Progressive"":26,""Retro Fitness"":26,""Travelers"":26,""Vornado Realty Trust"":26,""Western Union"":26}","{""Allsites Union"":51,""Coarse 1 overlapping zone"":51,""Coarse All Geometries"":51,""Holiday Inn Express"":51,""NYC Parks"":51,""Parents Zones GroundTruth Foreverwild"":51,""Progressive"":51,""Travelers"":51,""U.S. Ports"":51,""ALDO"":26,""Avalonbay Communities"":26,""Bright Horizons"":26,""Cricket Wireless"":26,""Duane Reade"":26,""Gyms"":26,""Hale and Hearty"":26,""Hospitals"":26,""Hotel"":26,""Ideal Food Basket"":26}",10311 Lefferts Blvd,Floor Covering Stores ,NAICS-442210,Home Furnishings Stores ,51,None,51,None,None,None,"[0,0,51,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Discount Tire Co,"{""<5"":76, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Independence,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""ios"":51}",None,8526855545990070318,5667462,False,US,39.0780411,Discount Tire Co Inc,-94.3950492,None,28140,441320,2015-12-22,A1_DTIRE-A,5667462,290950123002,64055,MO,"{""Cooper Tire & Rubber"":51,""Dunlop Tires"":51,""Concentra"":26,""Family Dollar Stores"":26,""Gas Stations"":26,""Hy Vee Fast & Fresh "":26,""QuikTrip"":26}","{""Cooper Tire & Rubber"":51,""Dunlop Tires"":51,""Gas Stations"":51,""Hospitals"":51,""QuikTrip"":51,""Concentra"":26,""Family Dollar Stores"":26,""Hy Vee Fast & Fresh "":26,""McDonald's"":26,""Walgreens"":26,""Western Union"":26}",1511 East 23Rd Street South,Tire Dealers ,DTIRE-A,"Automotive Parts, Accessories, and Tire Stores ",76,None,51,None,None,None,"[0,25,25,0,26,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Painting and Wall Covering Contractors,"{""<5"":51, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Hamburg,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":26,""ios"":26}",None,151240966226530639,9916438,False,US,42.7148475,Painting and Wall Covering Contractors,-78.837455,None,15380,238320,1970-01-01,A1_NAICS-238320,9916438,360290134003,14075,NY,"{""Mall"":51,""Advan"":26,""Cabela's"":26,""Chaco"":26,""Dick's Sporting Goods"":26,""Garmin"":26,""Gas Stations"":26,""Longhorn Steakhouse"":26,""Moneygram"":26,""Pennzoil"":26,""Rite Aid"":26,""TGI Friday's"":26,""Tim Hortons"":26,""Valvoline"":26,""Wegmans"":26,""Western Union"":26}","{""DLC Management"":51,""DRA Advisors"":51,""Freshpet"":51,""Mall"":51,""Moneygram"":51,""Restaurants"":51,""Tim Hortons"":51,""Wegmans"":51,""Western Union"":51,""ASA (Automotive Service Association)"":26,""Advan"":26,""AutoZone Repair"":26,""Big Lots"":26,""Bj's Wholesale Club"":26,""Burger King"":26,""CVS"":26,""Cabela's"":26,""Catholic Health Buffalo"":26,""Chaco"":26}",211 Long Ave,Painting and Wall Covering Contractors,NAICS-238320,Building Finishing Contractors,51,None,51,None,None,None,"[0,0,0,0,51,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Parking Lots and Garages,"{""<5"":51, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Tumwater,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51}",None,8958317562188678277,7628570,False,US,47.0461742,Parking Lots and Garages,-122.9030644,None,36500,812930,1970-01-01,A1_NAICS-812930,7628570,530670101001,98501,WA,"{""Gyms"":51,""7 Eleven"":26,""Convenience Stores"":26,""Jazzercise"":26,""PetVet"":26,""U.S. Ports"":26,""Wendy's"":26,""Western Union"":26}","{""Freshpet"":51,""Gyms"":51,""Mall"":51,""Western Union"":51,""7 Eleven"":26,""Barnes and Noble"":26,""Blue Buffalo"":26,""Cafaro"":26,""Cardtronics"":26,""Chaco"":26,""Cinnabon"":26,""Convenience Stores"":26,""Diamond Parking Service"":26,""Event Venues"":26,""FedEx"":26,""Fred Meyer"":26,""Golf Courses"":26,""Hospitals"":26,""JCPenney"":26}",222 Columbia St NW,Parking Lots and Garages ,NAICS-812930,Other Personal Services ,51,None,51,None,None,None,"[0,0,0,26,26,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tesla,"{""<5"":76, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Big Timber,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":77}",None,8579402537207783851,1818880,False,US,45.8361444,"Tesla Motors, Inc.",-109.9432522,5.0,None,336111,1970-01-01,A1_TSLA,1818880,300979670002,59011,MT,"{""A&W Restaurants"":26,""Associated Food Stores"":26,""Brewers Association"":26,""Country Inn & Suites"":26,""Econo Lodge"":26,""ExxonMobil"":26,""Family Foods Stores"":26,""Grocery Stores"":26,""Hospitals"":26,""Hotel"":26,""KOA"":26,""Mall"":26,""Motel 6"":26,""My Place Hotels"":26,""Nursing Homes"":26,""Park"":26,""Red Lion Inn & Suites"":26,""The American Red Cross"":26,""Truck Stops"":26}","{""Ace Hardware"":51,""Brewers Association"":51,""Convenience Stores"":51,""Hankook Tire"":51,""Hotel"":51,""IGA"":51,""Mall"":51,""Outdoor Shops"":51,""Truck Stops"":51,""A&W Restaurants"":26,""ACDelco"":26,""Albertson's"":26,""Armstrong Flooring"":26,""Associated Food Stores"":26,""Blimpie"":26,""Buick"":26,""Buzztime"":26,""CENEX"":26,""Canidae"":26}",228 Big Timber Loop Rd,Automobile Manufacturing ,TSLA,Motor Vehicle Manufacturing,76,None,76,None,None,None,"[0,51,0,0,26,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Florists,"{""<5"":77, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Seattle,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51,""ios"":26}",None,8082797962811796943,9267384,False,US,47.4925613,Florists,-122.3335724,None,42660,453110,1970-01-01,A1_NAICS-453110,9267384,530330270003,98168,WA,"{""U.S. Ports"":51,""ARCO"":26,""Amazon Warehouses"":26,""Ampm"":26,""Convenience Stores"":26,""Cooper's Express"":26,""Diamond Parking Service"":26,""Ferguson"":26,""Gas Stations"":26,""Home Depot"":26,""KinderCare Learning Centers"":26,""Marriott International"":26,""NAEYC"":26,""O'Reilly Auto Parts"":26,""Storage & Warehouse Parking"":26}","{""Mall"":77,""U.S. Ports"":77,""Armstrong Flooring"":51,""Convenience Stores"":51,""Freshpet"":51,""Gas Stations"":51,""Home Depot"":51,""Ports"":51,""Western Union"":51,""76"":26,""AAA/CAA Auto Repair - Authorized Providers"":26,""AMC"":26,""ARCO"":26,""Ace Hardware"":26,""Advan"":26,""Amazon Warehouses"":26,""Ampm"":26,""Ardagh Holdings"":26,""Avalonbay Communities"":26}",12260 1St Ave S,Florists ,NAICS-453110,Florists ,77,None,77,None,None,None,"[26,0,51,0,0,0,0]","[0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Gas Stations,"{""<5"":77, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",JACKSONVILLE,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51,""ios"":26}",None,8650354510926903317,13362515,False,US,30.3329815,Texaco,-81.7057245,3.0,27260,447190,1970-01-01,A1_GAS-A,13362515,120310027021,32254,FL,"{""Convenience Stores"":26,""Hankook Tire"":26,""Home Depot"":26,""Kimco Realty"":26,""Life Storage"":26,""Mall"":26,""Marshalls"":26,""Ports"":26,""Public Storage"":26,""Realty Income"":26,""Sodastream"":26,""Southeast Centers"":26,""SpareFoot"":26,""Truck Stops"":26}","{""BP"":51,""Dunlop Tires"":51,""Home Depot"":51,""Mall"":51,""Moneygram"":51,""Walmart"":51,""Armstrong Flooring"":26,""Boost Mobile"":26,""Convenience Stores"":26,""Freshpet"":26,""Hankook Tire"":26,""Kimco Realty"":26,""Leggettt & Platt"":26,""Life Storage"":26,""Marshalls"":26,""Mattress One"":26,""Pennzoil"":26,""Ports"":26,""Public Storage"":26}",770 MCDUFF AVE S,Other Gasoline Stations ,GAS-A,Gasoline Stations ,77,None,77,None,None,None,"[26,0,0,0,26,26,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Casino Hotels,"{""<5"":77, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",South Gate,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""ios"":51,""android"":26}",None,8018811143565526650,7581392,False,US,33.9565038,Casino Hotels,-118.2200048,None,31080,721120,1970-01-01,A1_NAICS-721120,7581392,060375356031,90280,CA,"{""Mall"":51,""Ampm"":26,""Chase"":26,""Denny's"":26,""Dollar Tree"":26,""Extra Space Storage"":26,""Food 4 Less"":26,""HRSA Data Warehouse"":26,""Hyundai"":26,""Kaiser Permanente"":26,""Restaurants"":26,""Surgery Centers"":26,""Universities and Colleges"":26}","{""Mall"":77,""California DMV"":51,""Cardtronics"":51,""Hotel"":51,""Kaiser Permanente"":51,""Live Nation Promoted Venues"":51,""McDonald's"":51,""Moneygram"":51,""Restaurants"":51,""7 Eleven"":26,""Aimco"":26,""Ampm"":26,""Apple Hospitality REIT"":26,""Babies R Us"":26,""Boost Mobile"":26,""Bright Now Dental"":26,""CVS"":26,""Chase"":26,""Convenience Stores"":26}",2900 Laurel Place,Casino Hotels,NAICS-721120,Traveler Accommodation,77,None,77,None,None,None,"[26,0,0,0,26,0,26]","[0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
